,PULocationID,DOLocationID,trip_distance,fare_amount,total_amount,duration,prediction
54002,35,55,12.98,36.16,39.21,28.0,27.97667625316251
47311,61,14,9.34,31.09,34.14,37.0,24.46846583585566
31259,74,74,0.36,3.5,5.59,2.55,5.806673756114977
27694,166,247,3.14,15.5,16.3,20.85,12.969344632702226
22636,33,97,1.07,7.5,8.3,8.866666666666667,8.201085328683968
28269,248,213,1.04,6.0,9.36,5.833333333333333,7.1860901447390795
55173,32,20,1.94,15.45,18.5,9.0,14.239693426643035
35361,74,75,0.81,8.0,12.0,10.65,9.477900747126874
44286,106,97,1.95,16.66,19.71,14.0,14.74006266613657
16218,127,153,0.85,5.0,5.8,4.383333333333334,6.135123183900079
34509,41,41,0.69,4.5,5.3,3.45,6.140868239183175
36286,41,162,3.2,17.5,26.45,24.383333333333333,17.764797735693005
40302,65,66,1.14,8.0,9.3,9.5,8.543298624147432
39006,75,48,5.6,22.0,29.55,24.3,20.015889155029875
11605,152,116,0.69,5.0,7.54,4.016666666666667,6.621359141881981
72496,89,26,2.3,21.22,22.87,16.0,17.296723831823464
15716,197,200,22.52,65.0,74.67,45.05,48.80379230040425
58227,220,167,4.31,28.12,31.17,31.0,21.84346959469522
36472,75,142,2.32,11.5,19.26,13.3,13.186816741354455
69152,250,242,1.24,18.59,21.64,10.0,15.42935450649138
3377,75,236,1.27,6.5,10.05,6.766666666666667,8.413637740611783
23540,166,42,1.4,7.0,9.75,7.416666666666667,7.912495745274648
47454,72,225,2.21,18.95,22.0,11.0,16.495184823956333
19091,123,106,8.26,37.0,40.55,53.65,28.33017984366618
46190,181,89,3.65,21.64,24.69,21.0,17.683999464271096
17776,235,69,0.0,17.2,18.0,21.483333333333334,13.664756950738786
73231,18,259,3.22,23.2,29.0,17.0,20.57680460193219
49133,49,106,2.38,19.15,22.2,19.0,16.66441860548235
57007,14,61,7.66,36.45,39.5,39.0,28.27135797622745
51452,141,41,2.81,22.29,25.34,12.0,18.27424450678886
48116,97,130,12.77,50.38,53.43,32.0,37.157524260377784
3197,95,134,1.2,6.5,10.0,6.433333333333334,8.240219982720633
46769,151,69,5.99,25.46,28.51,21.0,20.34563839745529
52491,167,119,2.32,14.55,17.6,16.0,13.067456318311637
75720,9,252,6.31,28.61,31.66,13.0,23.212066398534972
38677,116,42,1.06,6.5,8.76,6.683333333333334,7.639919387458941
2231,14,36,0.0,37.03,37.83,30.933333333333334,27.831267237477263
15584,218,97,20.1,57.5,61.05,47.25,41.468669293077355
73339,244,151,4.18,22.86,25.91,10.0,18.233724856231433
32825,7,163,3.36,13.5,21.31,14.416666666666666,14.86327182105985
32322,92,53,2.55,11.5,12.8,12.216666666666667,10.728848009458176
13039,75,234,6.0,26.0,38.41,35.666666666666664,24.528367361860532
16261,166,24,1.47,8.5,12.88,9.683333333333334,9.482640086725269
47858,47,160,13.24,33.63,42.8,28.0,28.508184098683465
19280,43,236,0.93,6.0,12.66,5.65,9.351753103796359
38084,75,263,1.17,7.0,13.86,7.166666666666667,9.952381272521187
75617,116,235,2.87,18.26,21.31,11.0,15.8367524861979
70505,14,14,1.7,12.65,15.7,12.0,12.464452489568586
66747,168,60,1.6,16.24,18.5,12.0,13.863430263672376
49650,223,138,3.79,10.9,12.43,11.0,9.848657034491488
442,42,65,11.83,33.5,40.75,22.7,27.69753198013403
22042,61,62,5.64,29.0,32.55,43.13333333333333,23.291651846435705
5963,244,166,2.96,11.5,12.3,10.516666666666667,9.90181395779993
41709,61,61,0.57,16.73,19.78,3.0,14.976526034703106
70867,177,76,2.6,23.31,26.36,17.0,18.802161765540884
59249,49,7,7.37,39.95,43.0,27.0,30.39462265254729
6064,197,247,14.37,40.0,49.67,23.75,32.25785936108539
72992,62,25,3.08,16.4,22.2,22.0,15.720903624962462
71442,240,185,4.18,27.43,30.48,16.0,21.3027572606086
44270,196,179,6.29,25.21,28.26,22.0,20.034344837119804
3523,244,220,4.23,14.5,18.1,11.516666666666667,12.930700740119823
75826,181,40,1.54,16.66,19.71,10.0,14.352954899053463
43245,188,188,1.24,21.37,24.42,6.0,17.531609835937555
12812,75,262,1.61,9.5,15.66,11.7,11.357323185931955
8486,152,220,6.46,19.5,23.6,13.483333333333333,16.8582578622826
13172,83,83,0.97,7.0,11.44,8.066666666666666,8.935725258742355
62124,140,21,19.34,44.84,54.01,49.0,35.418944786685834
74910,17,17,0.52,16.73,19.78,9.0,15.157061404325724
4157,74,41,0.85,5.5,6.3,5.416666666666667,6.648590614381355
25671,7,7,0.56,10.0,12.36,3.4,10.488030650713787
41290,89,89,0.96,12.82,15.87,6.0,12.269429525975404
62548,116,244,1.09,16.67,19.72,7.0,14.788050421488373
74416,168,75,2.44,24.32,27.37,20.0,19.513499601522888
35303,75,236,1.3,6.5,10.05,6.283333333333333,8.413637630133923
60120,147,159,1.13,19.24,22.29,7.0,16.294928359031108
13673,236,142,2.18,9.0,15.66,8.333333333333334,10.376173866751657
58625,78,32,3.78,19.57,22.62,15.0,16.761931802794678
16403,74,116,2.08,10.0,11.8,13.033333333333333,10.036873888730112
30734,75,244,6.0,20.5,22.3,19.7,17.07030363898925
55669,3,254,1.55,20.8,23.85,9.0,18.063724801179816
26325,75,142,2.72,12.5,19.26,16.616666666666667,13.489958941298124
48088,183,18,5.33,20.8,23.85,23.0,17.074994209968377
51937,153,94,1.74,21.77,24.82,12.0,17.90492321543345
65181,7,63,12.91,34.01,37.06,40.0,26.687827824137564
59543,83,83,3.83,-15.98,-14.27,22.0,-7.2816377155021605
51633,192,130,7.13,20.65,23.7,16.0,17.000554124878747
62471,69,174,6.37,23.21,26.26,20.0,19.3028619044767
30330,42,168,1.1,6.0,8.8,4.783333333333333,7.926638757277113
64765,55,123,3.94,17.69,20.74,14.0,15.678474494815076
68659,74,236,2.47,20.65,23.7,15.0,17.619437326845304
65148,16,117,19.29,52.55,57.89,56.0,39.79338426760788
816,74,265,9.95,28.5,29.3,20.633333333333333,22.03154910318075
16743,42,74,0.98,6.5,7.8,6.083333333333333,7.661858282510844
38262,75,50,5.19,18.0,22.05,17.65,16.105828240268792
55577,62,89,2.32,21.37,24.42,12.0,18.06482956319524
38862,75,74,1.0,6.5,7.3,6.966666666666667,7.326699411789977
73954,127,127,0.6,12.5,15.55,5.0,11.901363999701289
9150,75,42,2.34,10.5,11.3,12.65,9.959327381494397
7023,42,238,3.09,12.0,19.26,12.566666666666666,13.551361913788925
22420,75,237,1.53,7.5,14.05,7.533333333333333,10.156683380356213
3278,97,97,0.8,6.0,9.45,7.133333333333334,7.8590866674917335
42421,185,94,3.79,20.8,23.85,15.0,17.111293999154945
51305,61,61,0.56,16.73,19.78,4.0,14.97652607152906
37269,181,188,2.76,14.0,17.76,18.366666666666667,12.933929246674623
22327,95,161,9.49,31.0,46.67,30.05,28.87824316130478
36371,75,74,1.35,7.0,11.0,6.8,8.809623911007312
39005,95,95,1.0,5.5,7.56,4.983333333333333,7.035650247766151
48772,258,124,2.95,19.01,22.06,13.0,15.59919991979055
21405,95,135,0.0,5.0,5.8,5.716666666666667,6.274843599463158
62624,17,49,0.0,16.73,19.78,16.0,15.17630667615525
60664,225,146,6.3,29.06,32.11,31.0,22.43050259827433
75166,89,61,3.95,21.37,24.42,28.0,17.920966086193182
59961,242,159,5.71,27.27,30.32,15.0,21.171632493722186
32346,75,116,3.58,13.5,14.8,13.583333333333334,12.172642969974545
10460,61,49,0.9,7.0,7.8,8.466666666666667,7.709012422345695
69052,78,140,8.05,28.73,37.9,20.0,25.101790446955164
3998,65,228,3.3,14.5,15.8,16.55,12.95000908849725
44005,91,155,1.79,11.45,14.5,18.0,11.3914394189038
64573,82,134,3.67,25.59,28.64,16.0,20.795526471934245
73884,181,236,12.04,43.26,59.73,36.0,36.93461569520399
2870,41,151,0.78,5.0,5.8,3.966666666666667,6.538501479682214
24382,75,151,0.72,4.5,7.25,2.1666666666666665,6.748726154828784
59057,188,177,1.46,21.37,24.42,11.0,17.5249941218391
10767,52,25,0.6,4.5,6.36,3.6,6.46091310774983
50911,18,157,14.3,35.42,44.59,33.0,29.829519149041566
8296,130,197,2.55,11.5,16.3,12.583333333333334,11.896063751183627
15446,75,193,5.76,21.0,24.55,23.5,18.000814392026484
63784,42,212,5.19,23.55,26.6,25.0,19.678146755543118
26392,43,238,1.09,5.5,10.86,4.616666666666666,8.553697681694494
31055,47,14,23.95,64.0,83.05,37.53333333333333,52.10979223221256
7437,74,236,2.21,10.0,16.26,11.516666666666667,11.713857248100997
2070,42,41,0.65,4.5,5.3,3.65,6.136163959186924
67659,196,86,14.84,59.65,62.7,37.0,42.81104195446418
44152,68,234,1.75,14.59,17.64,11.0,13.628871296497225
42740,76,35,3.65,23.31,26.36,21.0,19.252649505119763
31393,42,75,2.48,12.0,12.8,14.316666666666666,11.128871276588894
71233,116,151,2.73,20.56,23.61,14.0,17.31106804017707
34735,25,63,6.89,27.0,28.8,37.53333333333333,21.505975413681256
37359,74,75,1.1,6.5,7.3,7.333333333333333,7.332004825733007
22747,41,42,1.03,6.0,7.8,6.233333333333333,7.495747332310284
59101,129,196,4.47,19.06,22.11,20.0,16.282511450199532
24122,244,211,10.06,31.5,43.26,27.866666666666667,27.1319163882738
60502,76,76,0.62,15.43,18.48,7.0,14.053119979699682
73563,106,29,10.86,32.29,35.34,26.0,25.061344211724027
3340,7,260,1.47,8.5,9.3,10.633333333333333,9.084388879870303
31255,74,75,1.35,8.5,11.16,10.8,9.327217265455968
45061,22,21,1.79,15.45,18.5,9.0,14.287339606935467
8944,42,42,0.6,4.5,5.3,3.533333333333333,6.136765498219189
55754,225,17,1.22,16.73,19.78,8.0,14.17853794809579
39807,7,237,3.46,12.5,16.05,12.116666666666667,12.711946478928008
37124,7,179,1.13,6.0,7.8,6.15,7.738083113895231
56681,95,130,4.16,32.99,36.04,15.0,25.63793277628662
10928,97,49,1.5,9.0,12.35,10.566666666666666,9.78314371106828
23714,42,74,1.94,11.5,12.3,16.25,10.796787377630107
57338,85,76,4.38,23.83,26.88,28.0,19.57970643609113
9758,42,244,3.9,14.5,18.95,15.483333333333333,14.201280371132743
20403,74,243,5.19,20.0,26.0,19.716666666666665,18.25419180943293
27349,75,75,1.0,7.0,7.8,8.516666666666667,7.658785299350239
20282,42,247,0.8,5.0,6.95,3.9833333333333334,7.005326250553908
73478,164,140,2.7,18.09,21.14,22.0,15.441107144995042
49778,210,210,1.36,13.34,16.39,9.0,12.117700206796007
7951,130,205,3.4,14.0,18.96,16.533333333333335,13.615866186259808
44440,33,62,3.02,22.45,25.5,15.0,18.901025385253657
28267,97,66,2.1,12.5,17.16,18.1,12.585127527415095
69489,242,47,2.96,23.43,26.48,21.0,18.558489660967844
23983,95,196,1.8,9.0,10.8,10.7,9.323221273439836
22689,74,75,1.8,9.0,11.76,10.016666666666667,9.69468268017921
6780,130,216,3.35,12.5,14.3,12.116666666666667,11.490979436569184
54235,28,137,9.88,38.52,47.69,25.0,31.825668157540413
51086,123,21,2.24,18.95,22.0,10.0,16.1325825210655
10710,74,238,2.87,12.0,19.44,14.1,13.465589620977935
55479,76,77,1.43,15.45,18.5,7.0,14.06697773300628
11740,227,127,21.44,66.0,75.67,55.81666666666667,49.281733616038416
48686,10,139,2.78,18.58,21.63,15.0,16.489842141699306
62909,248,212,0.78,14.61,17.66,5.0,12.782107528054597
39073,42,42,0.51,4.0,4.8,2.8333333333333335,5.8052812969950045
11713,49,36,3.43,13.5,14.3,15.55,12.066937543798735
54420,228,165,4.76,22.54,25.36,26.0,18.02250258462442
12916,41,41,0.79,5.5,6.3,5.316666666666666,6.80383693623917
74733,247,263,6.88,18.2,27.37,29.0,17.399648937115796
4828,52,140,7.8,24.5,33.65,21.966666666666665,22.412550823274287
46835,61,228,5.82,25.59,28.64,25.0,20.950838888490516
63937,63,201,7.55,36.5,41.84,19.0,28.98217973166966
41560,7,202,3.58,22.45,25.5,15.0,19.107528119151745
25924,166,151,1.8,7.5,8.3,6.316666666666666,7.6078669742158676
74157,95,102,0.98,19.11,22.16,6.0,16.419095923090268
48749,134,19,7.82,32.81,35.86,15.0,25.26836180735112
10203,42,43,3.71,15.5,22.05,17.483333333333334,15.49901112463998
39858,244,41,2.76,12.5,13.3,15.383333333333333,10.489614396822185
24203,75,74,0.98,4.5,6.3,2.316666666666667,6.360586747144559
11032,130,265,11.65,32.0,38.76,26.4,26.233045980878522
62221,244,243,2.94,16.39,19.44,13.0,13.999644221088055
29921,65,256,3.3,12.0,15.95,10.483333333333333,12.262961652162778
577,41,168,2.25,11.5,13.8,15.466666666666667,11.39775611266109
17541,166,41,1.0,5.5,6.3,5.183333333333334,6.215782750386214
59623,51,182,4.22,25.95,29.0,21.0,21.208895591642317
73687,39,188,5.39,23.31,26.36,29.0,19.518714207588552
18336,213,213,34.95,91.0,95.05,41.68333333333333,63.951270295964
56652,146,160,4.46,25.21,28.26,23.0,20.258147198124945
35190,75,159,4.83,16.5,17.8,18.55,14.187403823484418
19475,174,244,6.67,23.5,25.3,22.566666666666666,18.59347006489068
8070,41,42,1.0,7.0,11.0,8.633333333333333,8.950332371237876
12215,74,179,3.82,14.0,25.7,12.316666666666666,16.288900485237697
41505,182,119,4.22,21.26,24.31,17.0,17.445405340146756
54436,173,196,2.63,19.06,22.11,11.0,16.075523424972133
3846,74,74,0.84,5.5,8.4,5.766666666666667,7.424068686890597
55467,10,119,16.62,48.87,58.04,27.0,38.76122846601981
67377,188,188,0.78,21.37,24.42,10.0,17.531611529931403
18438,33,163,7.91,26.5,36.06,27.266666666666666,23.989232241135362
1632,82,196,1.4,7.0,8.8,7.066666666666666,8.058442170747735
60155,72,97,4.8,28.03,31.08,26.0,22.437960971579606
67363,137,246,2.0,37.09,40.14,15.0,28.22828512057336
9138,127,42,3.8,13.5,14.3,10.316666666666666,11.703598981248504
2644,7,226,2.25,10.5,14.55,11.733333333333333,11.559310596476672
1280,41,41,1.04,6.5,7.3,6.166666666666667,7.466805080905866
2411,196,56,0.0,5.0,6.0,5.9,5.824154483326095
41348,61,97,2.49,18.95,22.0,15.0,16.46995906561051
20408,226,145,0.5,14.7,15.0,2.95,11.915462568275913
61610,61,235,20.43,40.95,50.12,39.0,33.34033081441927
53148,95,95,2.32,12.39,15.44,15.0,11.9597293851747
47442,243,240,7.59,23.18,26.23,19.0,18.504087413104802
69040,152,168,3.08,20.34,23.39,17.0,17.006077207439482
31165,74,166,1.68,8.0,10.12,8.266666666666667,8.856149101808914
34764,130,218,2.86,12.0,17.25,14.216666666666667,12.402097021739491
8585,49,170,8.12,30.5,34.05,35.71666666666667,24.407495768643216
50733,235,250,5.45,20.53,23.58,19.0,16.790876238198138
38785,41,238,2.03,9.5,13.05,10.65,10.563695375793078
1905,166,244,2.2,10.0,10.8,10.416666666666666,9.321214170398935
27882,55,55,1.62,9.5,10.3,12.25,9.398267127381253
66757,242,74,7.58,32.23,35.28,22.0,24.40883700452156
21037,41,74,0.59,5.5,8.16,5.416666666666667,7.492957614281428
44981,225,36,1.77,20.06,23.11,19.0,16.397648653316544
49327,228,61,6.56,25.59,28.64,43.0,20.064770535542095
53329,130,16,6.27,25.92,28.97,17.0,20.717524299842644
30792,41,42,0.81,5.0,6.8,4.283333333333333,6.832779077165728
63977,200,244,6.21,20.89,26.74,14.0,18.198100227560957
57080,134,80,11.16,28.52,28.82,20.0,21.471375037413793
35382,136,10,18.16,54.5,73.66,42.733333333333334,45.430088777783034
65349,72,35,0.83,16.73,19.78,5.0,14.909141149462657
28365,97,25,1.01,7.5,12.09,9.5,9.220442886400553
71077,133,89,0.74,-13.44,-15.89,5.0,-7.326171778077674
16439,24,74,2.7,13.5,15.3,17.483333333333334,12.567227793223587
25958,42,166,1.93,9.5,10.8,11.316666666666666,9.706086631021748
65736,116,41,1.66,17.69,20.74,11.0,15.342201723823644
1752,82,129,0.9,7.0,8.3,8.816666666666666,7.838240537411121
14590,49,65,1.74,9.0,9.8,10.316666666666666,9.101022265637418
20669,41,74,1.3,7.5,8.3,7.366666666666666,8.149617900529066
33849,52,195,2.38,10.5,14.12,13.483333333333333,11.174243968555459
10248,74,41,1.88,9.0,11.8,10.6,9.688629334579979
11357,75,42,3.54,12.0,12.8,9.033333333333333,10.953776560353301
76345,61,29,7.91,36.16,39.21,39.0,27.838744586654173
41884,130,117,13.59,41.36,46.7,37.0,31.838476705313234
69825,95,177,6.75,32.95,36.0,18.0,25.639668156169556
22964,130,215,0.75,4.0,6.36,2.783333333333333,6.05665282093943
41676,126,238,10.76,31.69,34.74,19.0,24.695157769415204
11473,41,41,1.23,6.0,6.8,8.066666666666666,7.135319848554992
7825,33,49,1.7,11.0,11.8,16.116666666666667,10.492609701933324
67627,76,177,1.77,23.31,26.36,10.0,19.33804882455378
75032,33,157,5.93,31.05,34.1,43.0,24.659677346352176
66840,216,157,7.98,40.06,43.11,12.0,29.772110879613045
53326,74,166,1.44,15.45,18.5,10.0,14.129907137102837
69747,123,22,1.59,18.95,22.0,13.0,16.133186269654963
60704,235,159,3.8,20.46,26.26,10.0,17.679271012698713
60345,244,141,7.54,25.78,35.11,25.0,22.42327206826333
46905,155,55,6.41,22.61,25.66,14.0,18.42893833678076
27487,74,168,2.06,9.0,12.74,8.966666666666667,10.103236613123858
22703,25,40,1.08,7.0,7.8,8.383333333333333,7.872958948158335
58478,238,47,5.61,25.46,28.51,22.0,19.92312481388101
64608,258,162,12.26,45.43,54.6,41.0,35.3397912278417
68391,75,235,5.9,29.45,32.5,19.0,23.44824668811743
20841,74,151,1.91,8.5,11.62,9.833333333333334,9.538437856266002
18084,166,74,1.6,8.0,9.8,9.083333333333334,8.252873308234026
15496,74,75,1.35,8.5,11.16,10.666666666666666,9.327217265455968
29532,25,91,6.61,26.5,27.3,35.516666666666666,20.831504457086417
38504,213,23,34.68,93.0,99.92,53.38333333333333,66.19565086541886
46064,67,25,6.84,25.79,28.84,17.0,20.933127336298774
7771,200,128,0.0,14.2,15.0,12.666666666666666,11.875984649541849
62036,139,190,13.34,49.35,52.4,41.0,36.31315937157071
71091,61,39,3.83,23.31,26.36,14.0,19.325620671363552
74295,76,188,3.43,23.83,26.88,15.0,19.689401529337104
58322,92,9,2.57,19.34,22.39,12.0,16.529760228754085
32017,75,151,0.86,4.5,7.24,2.933333333333333,6.745127385342101
22996,127,74,4.54,16.0,21.62,12.8,15.114620667345319
28101,65,97,0.48,6.5,7.3,7.883333333333334,7.387576762497649
8528,117,197,10.75,44.0,48.05,52.43333333333333,33.23381668730715
39185,41,100,6.92,27.0,32.55,32.31666666666667,22.80229981904631
69393,7,217,8.06,36.45,39.5,38.0,28.39809885907956
9938,83,160,2.68,10.5,11.8,11.5,10.172563285673188
46879,122,130,1.82,28.74,31.79,9.0,22.693303328866968
54128,222,227,16.56,33.21,36.26,29.0,25.24460946490835
3242,24,238,1.44,8.5,12.05,9.716666666666667,9.980703747309867
66403,243,163,9.26,34.08,37.13,32.0,25.684139747617465
27693,95,160,1.79,8.5,11.16,8.683333333333334,9.27953783852508
20317,166,246,5.67,21.0,30.69,23.066666666666666,19.813911557915816
12649,74,116,2.92,14.0,14.8,18.533333333333335,12.32892166427842
29740,74,42,6.33,19.0,19.8,37.28333333333333,15.599254170421105
67175,263,240,11.45,26.92,38.84,29.0,24.08114018656584
62939,149,149,0.77,15.4,21.2,4.0,14.723225899246442
23240,75,75,0.77,6.5,7.3,7.766666666666667,7.327301613689399
9687,244,236,6.2,20.5,30.05,18.483333333333334,19.059090640125874
46852,169,129,11.88,33.63,42.8,29.0,27.915606974427895
45063,55,55,1.97,13.34,16.39,9.0,12.753674182035406
35688,74,263,2.22,21.0,29.46,34.56666666666667,19.81436937524751
42690,213,169,5.73,20.53,23.58,23.0,16.845662860570453
34961,116,116,0.4,4.0,5.8,2.683333333333333,5.861479736994423
55386,215,193,13.69,45.12,48.17,35.0,33.15306652628034
67749,42,97,13.5,46.95,50.0,29.0,35.122436467771976
58428,248,57,8.71,29.41,38.58,15.0,24.702941882938624
58720,97,116,14.75,51.55,54.6,37.0,37.924771806623234
65454,203,137,18.91,46.29,55.46,33.0,36.153629763695186
69300,177,71,3.04,22.45,25.5,17.0,18.228999974515098
26880,75,247,3.0,16.0,21.36,22.733333333333334,15.36973635427092
3843,75,140,1.85,9.5,16.86,11.25,11.715747474804713
28222,97,54,1.61,9.5,11.3,11.466666666666667,9.55990525503577
36280,65,66,0.9,8.0,9.3,9.55,8.54329950797031
45982,263,95,8.71,36.21,39.26,34.0,26.96128520279578
69696,71,68,9.26,35.81,38.86,42.0,27.583109010486872
33210,116,244,0.9,6.5,8.3,6.916666666666667,7.595873986505412
35596,97,238,11.88,38.0,46.55,36.516666666666666,30.99395649658677
38833,244,243,1.35,7.5,10.09,7.65,7.9403354052860635
54113,37,36,1.04,24.62,27.67,9.0,20.305222611861872
69789,39,91,3.66,23.79,26.84,13.0,19.778614304287537
47884,76,33,20.09,30.99,34.04,36.0,24.34298867507092
65056,189,133,3.57,22.45,25.5,21.0,18.20982889909373
2931,244,17,14.94,47.0,50.55,48.05,34.33708960745464
47520,65,225,3.37,20.93,23.98,19.0,17.840790292570947
52330,167,208,4.74,27.27,30.32,11.0,21.553934503566843
58060,65,37,3.7,22.36,25.41,29.0,18.675780119045942
2817,61,71,1.8,8.5,9.3,9.366666666666667,8.716692513838167
71226,248,167,2.84,19.24,22.29,17.0,15.824585743706683
65846,165,188,2.69,27.21,30.26,21.0,21.511545665518476
35305,43,162,2.63,10.5,16.86,11.1,12.182659756819163
3182,95,56,2.31,13.5,14.3,19.35,11.862565110552548
55678,56,121,0.0,27.7,30.75,13.0,22.308902210944012
45429,91,140,14.47,35.56,44.73,43.0,29.568687965897418
9441,75,141,2.1,9.5,16.85,10.366666666666667,11.712749655135045
60770,167,75,3.6,21.57,27.37,28.0,18.684554656312436
893,33,40,1.16,5.5,7.56,4.533333333333333,7.294249631517409
67926,198,130,5.28,24.59,27.64,21.0,19.58443249122289
26840,33,225,3.38,15.5,20.76,20.5,15.186624021741256
4495,74,236,2.51,12.0,19.44,15.116666666666667,13.464388236907254
5714,238,170,0.0,20.2,21.0,23.65,15.700287709937545
35108,95,95,0.81,5.5,8.16,5.366666666666666,7.2515461828595
63449,215,134,2.78,19.05,22.1,9.0,15.834023231372093
47470,159,60,1.95,19.24,22.29,12.0,16.17893807635481
20291,33,195,1.25,6.5,8.76,6.65,8.1223934537534
26974,244,166,3.13,12.5,16.44,14.2,11.694634129002162
32290,129,51,14.35,39.0,46.42,20.883333333333333,30.98731873218545
42896,124,140,13.78,39.41,48.58,41.0,31.965875307450872
70093,36,188,4.38,27.31,30.36,21.0,22.18470747017213
52666,61,106,2.48,19.15,22.2,16.0,16.607965109622057
8872,74,159,1.95,10.0,10.8,11.5,9.702907235941218
10395,116,244,0.51,3.5,4.3,1.5333333333333334,5.247142834437277
47128,121,130,2.3,29.31,32.36,10.0,23.07589835575113
2372,74,236,1.76,7.5,14.37,6.833333333333333,10.275929731303648
62918,247,235,3.03,18.52,21.57,10.0,15.392843877656366
42274,213,213,0.5,14.61,17.66,2.0,12.947364869586009
51722,43,236,0.8,6.0,10.98,6.616666666666666,8.747246923413087
71937,127,220,2.76,19.46,22.51,16.0,16.571546745823838
22667,74,166,2.32,11.0,13.57,13.1,11.006975367444667
64634,68,220,12.07,41.46,47.31,30.0,32.441904207041176
36801,235,265,7.56,28.5,29.8,12.916666666666666,21.454057805440215
53552,95,226,6.21,25.21,28.26,26.0,20.537755969451283
68976,42,213,7.08,32.23,35.28,20.0,25.433312637279236
38908,95,95,1.14,7.5,8.3,8.633333333333333,7.908207868493362
42802,64,64,1.06,21.47,24.52,6.0,18.106688382634303
59649,185,185,0.95,15.45,18.5,4.0,13.619143254414972
60989,39,75,21.09,34.18,46.1,50.0,29.848828256839603
44616,243,244,1.05,12.34,15.39,9.0,11.31993224886789
67391,155,55,9.08,22.17,27.97,22.0,19.12674194443018
8041,41,42,1.39,7.0,8.8,8.033333333333333,8.158715071891496
54424,236,100,3.05,24.96,28.01,18.0,19.632930373099832
24991,159,247,1.04,7.0,7.8,7.683333333333334,7.367046302070866
41383,136,200,5.34,29.45,32.5,12.0,23.14023126347948
27266,75,238,1.33,6.5,12.66,6.6,9.353984503452095
41513,37,225,1.81,23.31,26.36,10.0,19.550386377272382
74626,191,196,8.43,32.99,36.04,18.0,25.225981454363414
48328,136,242,4.88,23.43,26.48,24.0,19.174416090178802
29348,74,41,1.27,7.0,7.8,7.616666666666666,7.64304266566461
25314,41,43,0.6,5.0,9.8,4.333333333333333,7.912857382414433
49844,185,254,1.48,19.57,22.62,7.0,16.392067340011835
23295,75,75,0.9,13.5,14.3,21.266666666666666,11.968084592160698
29054,7,179,1.9,13.0,13.8,19.35,12.019038343171793
54844,169,242,4.37,29.45,32.5,22.0,23.01024564059979
35532,7,7,0.49,5.0,5.8,5.016666666666667,6.611857969877207
48566,249,50,2.33,29.26,32.31,12.0,22.392474705399472
62786,160,131,7.76,25.36,28.41,16.0,20.27427913098436
46023,11,11,1.43,19.41,22.46,6.0,16.95843358259498
75051,21,133,2.5,18.95,22.0,15.0,16.67978489727705
23170,74,74,1.21,7.5,8.3,8.983333333333333,7.99437213106055
36393,74,238,2.73,12.0,16.3,14.25,12.33573840461337
37032,52,228,3.44,14.0,19.24,16.416666666666668,14.09739364097186
23767,42,41,0.8,6.0,7.8,5.533333333333333,7.490442397104646
63000,260,129,1.86,9.99,10.29,14.0,8.623301055668005
56949,95,82,1.35,19.06,22.11,9.0,16.373919009214248
36624,74,42,1.17,7.0,8.8,7.466666666666667,8.003469781160371
49378,92,37,9.51,33.97,37.02,30.0,26.245810034378678
59082,42,18,6.72,26.14,29.19,22.0,21.278568149254745
23616,75,74,1.15,6.5,7.3,6.316666666666666,7.326698859400678
1520,74,41,1.26,8.0,10.56,10.45,8.939304458313455
45160,61,188,1.3,21.37,24.42,4.0,18.1290718820899
32522,74,236,2.4,14.0,21.05,21.383333333333333,14.64999486961364
29638,97,181,1.79,9.0,11.76,10.95,9.650224508768563
60922,205,130,1.46,18.82,24.62,7.0,16.715703889683745
11840,41,41,0.61,4.5,6.36,3.5,6.522283449664554
13296,43,237,1.66,9.5,14.05,11.933333333333334,10.91351192118445
71989,72,188,2.8,23.83,26.88,19.0,19.70822155857241
23284,166,74,2.25,11.0,14.16,13.966666666666667,10.73114064406752
9217,76,117,0.0,26.2,29.29,21.633333333333333,21.232347663052806
43654,225,97,2.53,20.93,23.98,13.0,17.011111590421027
48077,108,155,4.52,22.61,25.66,31.0,18.710188870238774
3715,166,244,3.57,12.5,14.3,12.25,11.33845718086589
9097,116,145,9.41,31.5,38.05,34.18333333333333,25.819705758745243
34327,244,243,1.23,8.0,8.8,10.433333333333334,7.627732927577891
41410,41,81,12.84,36.66,39.71,30.0,28.2955699650482
35215,169,236,0.0,22.2,23.0,26.133333333333333,17.390520747837893
11604,78,167,2.01,10.0,10.3,9.866666666666667,9.508987448838369
32435,74,74,0.2,3.5,5.55,2.1,5.792281329636879
76231,210,55,4.24,19.39,22.44,9.0,16.035442436193122
56359,242,213,3.24,19.32,22.37,11.0,15.933510685209118
57950,235,174,4.25,29.45,32.5,16.0,22.658861747337127
49148,228,108,5.96,23.86,26.91,16.0,18.94609994252086
58474,62,190,1.85,19.15,22.2,7.0,16.653776814166935
14441,7,223,1.89,9.5,12.88,11.633333333333333,10.653455779324366
46781,177,205,9.88,59.35,62.4,38.0,42.773114852640866
75725,169,41,4.8,26.21,27.86,17.0,20.237596400792036
48190,225,127,15.99,54.25,57.3,37.0,39.11923192607631
67660,123,223,17.98,47.9,50.95,42.0,35.44695268820438
38494,243,243,0.05,5.0,5.8,6.35,5.643534504393852
66970,188,139,13.2,48.11,51.16,46.0,35.22989220841226
