,PULocationID,DOLocationID,trip_distance,fare_amount,total_amount,duration,prediction
67867,106,97,1.91,18.95,22.0,13.0,16.25826197301294
22954,41,75,1.28,6.0,7.3,4.25,7.335678427277045
53001,189,33,2.34,20.93,23.98,15.0,17.14198495915651
32697,75,263,1.59,9.0,12.55,10.733333333333333,10.087295807837563
2221,74,75,1.68,8.0,8.3,10.083333333333334,8.146543591634146
44672,26,11,6.42,20.52,23.57,17.0,17.623744459443607
69783,183,174,6.05,20.8,23.85,20.0,17.16880292328954
4542,42,168,1.13,6.0,6.8,6.816666666666666,7.206987862131793
4527,95,131,4.2,14.0,14.8,10.183333333333334,12.239144300792555
21388,97,49,0.95,6.0,8.5,5.916666666666667,7.4883869570654555
66404,134,197,1.95,14.75,17.8,11.0,13.402203277232003
70924,61,115,13.35,42.01,57.3,32.0,36.173072909211186
16036,66,137,5.59,17.5,26.31,11.75,17.58176882429941
7634,41,75,1.3,7.0,7.8,7.45,7.818734722773802
34749,244,119,1.81,9.0,10.8,10.483333333333333,8.575957241412024
9465,75,151,2.07,11.0,12.8,12.883333333333333,10.716185985158983
43880,185,242,0.37,13.62,16.67,3.0,12.44018923023527
9502,74,236,2.07,9.0,15.05,10.166666666666666,10.975325365958732
37974,43,233,3.55,14.5,21.05,17.116666666666667,14.94559565271439
68171,243,161,9.28,34.34,37.39,25.0,25.855308921142594
25623,65,61,3.46,13.5,15.3,17.766666666666666,12.366525861416056
37546,74,75,1.28,7.5,8.3,9.2,7.994973228181376
17974,97,61,2.74,11.5,15.8,13.583333333333334,11.789612189485926
24274,75,74,0.72,4.5,5.8,3.35,6.180675008452477
67938,49,65,1.88,15.45,18.5,11.0,14.186779354110115
73447,37,225,0.36,14.89,17.94,2.0,13.968192187078863
672,254,227,27.0,72.5,76.05,43.6,51.32199661742508
41853,42,162,7.2,36.45,39.5,23.0,28.200372550971892
29219,189,97,0.99,7.0,9.36,8.516666666666667,7.697038043864542
37403,74,168,0.39,3.5,4.3,1.7166666666666666,5.399026250361482
40970,130,225,9.3,39.95,43.0,32.0,30.14465230257789
62171,101,218,9.59,31.49,31.79,36.0,23.67863202052248
1838,95,121,2.82,11.0,13.53,11.283333333333333,10.866726566539882
61816,14,61,8.88,31.09,34.14,26.0,24.717839293369934
3113,33,226,6.6,20.5,21.3,15.45,16.89723759545602
14103,243,244,1.27,7.5,8.3,9.366666666666667,7.301554029818877
10933,49,65,1.1,6.0,8.8,5.8,7.831768211219303
29308,74,41,1.27,8.7,9.0,10.883333333333333,8.590177380534142
56102,20,167,2.87,23.21,26.26,16.0,19.529182246945943
76056,71,22,5.04,19.82,22.87,24.0,16.95458687112891
7102,75,75,3.73,21.5,22.3,31.2,17.271826692940152
20540,146,7,0.0,5.5,7.56,6.2,6.74280890663835
1317,74,43,1.45,8.5,11.16,10.016666666666667,9.307973540316478
59566,225,71,3.89,21.37,24.42,21.0,17.287177743365255
42306,116,244,1.35,16.67,19.72,14.0,14.78804946401359
40043,74,238,3.24,14.5,21.66,18.85,15.02225981185304
16078,74,68,9.03,33.5,40.01,37.61666666666667,27.282533892179437
28048,41,74,1.28,8.5,11.16,11.866666666666667,9.481862269237237
19223,75,238,1.36,7.5,13.05,7.733333333333333,9.797459968966187
72449,35,48,10.07,43.45,46.5,36.0,32.805521971347595
61496,235,32,6.01,17.59,20.64,19.0,14.710649755172396
26849,7,129,1.65,8.5,10.3,11.016666666666667,9.365436117109546
70079,188,140,12.76,32.81,44.73,33.0,28.27871971432932
61964,128,218,23.67,56.61,65.78,55.0,43.396994783204846
48120,117,147,24.43,63.5,72.67,60.0,47.973901346679675
68310,127,45,12.6,42.93,53.52,37.0,34.739240822300346
36294,75,263,1.51,9.5,16.86,12.766666666666667,11.789715379894462
39163,97,225,2.28,11.0,14.16,13.766666666666667,11.146550607571342
10972,41,234,5.3,20.5,33.05,23.933333333333334,21.092366163570738
34605,41,263,3.17,15.5,24.06,21.316666666666666,16.359264657682022
58120,61,61,1.09,16.73,19.78,8.0,14.976524119753538
42914,130,130,1.36,13.07,16.12,10.0,12.266944350966
65930,228,26,1.32,17.11,20.16,8.0,14.421764736878457
53539,181,61,2.14,19.15,22.2,15.0,16.016374115084403
26558,56,82,1.1,6.5,7.3,6.433333333333334,7.42089400145164
68370,188,33,5.21,28.15,28.45,26.0,20.943795640068345
35853,152,41,0.6,4.0,4.8,2.716666666666667,5.287192607651942
35521,43,238,1.7,9.0,15.69,11.0,11.352654935719553
42188,61,112,6.65,24.52,29.75,30.0,20.956121118646465
64218,260,171,6.18,18.83,21.24,19.0,15.268420167974586
28028,75,226,5.92,23.5,32.46,30.666666666666668,21.624736550407988
3079,75,41,0.87,6.0,6.8,5.5,6.975370646087148
55821,198,16,9.39,37.81,40.86,19.0,28.280313940342538
27671,55,86,14.34,45.0,48.09,42.95,33.77626425389167
22064,74,236,2.23,8.0,13.86,6.833333333333333,10.243988886884543
31566,244,247,1.17,7.0,9.36,6.65,7.528497114868695
71262,149,71,3.69,20.22,23.27,13.0,16.882300529576288
7317,65,85,4.0,19.0,19.8,27.216666666666665,15.66746085737622
6553,152,248,6.93,22.0,23.8,27.85,17.704918329654
19443,244,116,1.2,8.0,9.8,9.933333333333334,7.911186357772147
41935,26,26,1.34,11.95,15.0,16.0,11.951138600811255
5228,166,239,2.13,10.0,14.55,14.666666666666666,10.667552874919599
22712,74,236,1.14,5.0,6.96,2.75,6.851766674865318
40636,55,123,2.21,17.69,20.74,9.0,15.678480865704982
36905,191,122,1.73,8.0,8.8,6.883333333333334,7.804301789981254
59986,178,181,5.23,23.65,26.7,18.0,19.085999399984765
76118,188,97,3.12,23.04,24.69,16.0,18.08028240634068
58519,61,165,5.15,31.9,34.95,20.0,25.096290799112943
62486,42,152,1.7,27.69,30.74,13.0,22.386770244057153
18863,218,226,13.46,43.0,46.55,39.78333333333333,31.93321708085748
41804,61,188,1.52,16.73,19.78,8.0,15.052894608854883
34652,244,152,2.16,10.0,11.8,10.533333333333333,9.258769729601644
16447,52,25,0.67,4.0,7.54,2.7,6.733934976431059
27658,74,116,2.75,12.0,12.8,15.266666666666667,11.00298415968857
44984,37,198,1.0,7.0,8.07,8.0,8.008673045690099
3976,75,142,2.7,10.5,17.45,9.766666666666667,12.232387708862385
33900,242,242,1.63,8.0,8.8,8.45,7.63653895423739
20505,26,89,0.69,4.5,5.3,3.05,6.240299684004064
2643,226,7,2.58,11.0,12.3,15.3,9.739307782599106
14804,42,140,5.09,18.5,25.05,20.666666666666668,17.546244664147387
38462,74,41,0.85,5.5,8.3,4.916666666666667,7.368241399048815
49402,263,168,0.0,26.4,29.45,14.0,20.50148965533812
29792,65,97,0.8,7.5,9.3,9.533333333333333,8.410370041716403
51802,174,119,6.85,23.21,26.26,24.0,18.775820750686847
30313,243,47,2.19,9.5,10.3,9.533333333333333,8.509021856669992
25755,243,243,0.6,5.0,6.3,5.266666666666667,5.8234451751332905
45969,165,165,1.25,19.82,22.87,9.0,16.598378413016526
17932,95,198,4.88,19.0,24.96,22.583333333333332,17.450976926114826
46379,91,149,1.56,15.45,18.5,8.0,14.039708397747841
935,74,75,1.3,6.5,7.67,5.85,7.465139484377422
39765,97,181,2.29,10.5,13.3,11.983333333333333,10.65906928113754
26492,75,236,0.73,6.0,11.55,6.033333333333333,8.801805981222952
37809,74,238,2.75,15.0,25.41,20.483333333333334,16.523178674067132
9479,41,42,1.36,7.0,8.8,6.85,8.158715182369356
74856,41,247,2.6,18.95,22.0,17.0,16.654250441901098
18944,168,18,8.4,34.0,37.55,45.416666666666664,26.076653672233512
73763,33,39,7.38,30.99,34.04,49.0,24.548933984175186
47103,190,14,6.94,31.09,34.14,20.0,23.861603552376245
58916,63,232,7.88,32.95,36.0,39.0,25.823280188076296
28496,75,24,1.47,7.5,12.09,7.166666666666667,9.323337238105603
10977,33,227,4.84,21.5,30.3,30.566666666666666,20.43941763571165
55134,51,41,11.12,39.7,42.75,36.0,30.23990378857078
46093,242,126,5.55,22.79,25.84,22.0,18.181686958541416
34038,130,139,7.6,22.0,27.36,12.616666666666667,19.023843975252248
73827,75,236,0.6,4.5,9.96,3.3833333333333333,7.7749685766770185
69530,129,95,6.9,18.47,21.24,14.0,15.729862797950926
67980,174,183,5.13,20.8,23.85,23.0,17.216558351100296
22221,159,140,6.11,20.0,24.0,19.9,17.07272176131501
30712,7,179,1.26,6.0,8.5,5.7,7.98996040979145
71508,71,48,13.29,34.97,44.14,51.0,29.216304457795133
46262,188,177,1.85,21.37,24.42,16.0,17.524992685626923
47237,215,216,2.82,18.58,21.63,18.0,15.571738725374873
50255,248,10,14.36,45.17,54.34,30.0,35.12304986523032
6638,74,41,0.27,3.5,6.36,2.3333333333333335,6.063894927863071
59171,159,90,9.71,43.45,46.5,25.0,32.24743121777899
60839,70,130,6.43,26.35,30.75,19.0,21.839184785252264
38766,95,197,2.7,11.5,12.3,11.816666666666666,10.621416584961633
46254,212,250,1.15,17.6,20.65,9.0,14.95659453988499
71431,76,177,3.73,20.56,26.36,24.0,18.50439650596701
19176,75,170,3.6,16.0,23.46,21.6,16.079063141122163
57264,185,174,2.51,19.57,22.62,8.0,16.343955154738758
40816,159,167,0.72,11.95,15.0,3.0,11.410243094364224
59655,71,76,4.72,23.83,26.88,25.0,19.645567166209602
5090,74,42,1.22,7.0,8.8,8.2,8.003469597030605
13898,129,7,3.73,15.5,16.3,18.566666666666666,12.99908109347365
73878,213,144,14.43,37.82,46.99,47.0,30.495463489816572
71108,32,182,2.18,19.57,22.62,12.0,17.068544586124915
29370,41,166,1.51,7.5,9.3,7.25,8.564767170547658
5945,41,169,5.8,21.0,23.8,22.466666666666665,17.876463211014567
75981,247,4,9.5,32.54,35.59,26.0,24.54873336451113
42358,225,178,7.56,27.21,30.26,36.0,21.22324854425046
6965,42,42,0.36,3.5,4.8,1.8666666666666667,5.653710012893404
6160,244,24,3.42,13.5,17.16,14.05,12.171458620356788
72440,25,177,4.15,20.93,23.98,19.0,18.0000994768292
14424,42,238,2.5,11.5,15.38,14.15,12.003669727774396
9890,65,165,5.38,20.5,25.0,26.816666666666666,18.041371717202658
40809,167,213,4.95,13.38,13.68,25.0,11.358780358583893
60401,91,181,6.54,32.95,36.0,33.0,25.66089205832482
4615,74,41,1.06,7.0,8.42,8.016666666666667,7.86613518225654
44086,243,159,5.0,23.37,26.42,23.0,18.581351326334243
63253,33,188,3.32,20.93,23.98,20.0,17.969082018910292
6153,116,247,1.45,8.5,9.3,9.316666666666666,8.563788764082805
26934,47,47,1.61,8.0,9.8,9.0,8.796463537748163
13941,74,42,1.29,8.0,10.56,8.166666666666666,8.939905702738095
14254,95,157,3.5,13.0,13.8,13.25,11.59181304075872
58989,210,150,1.54,13.34,16.39,8.0,12.081618249778927
56879,218,191,2.99,18.58,21.63,14.0,15.54259094487101
28155,166,74,1.32,9.5,12.36,12.583333333333334,9.62874285320776
54794,188,61,1.47,16.73,19.78,12.0,14.379060453259251
36130,244,42,2.4,11.5,12.3,13.95,9.827248012143473
46969,139,95,8.26,29.56,32.61,18.0,23.13589156082329
12331,75,75,0.18,3.5,4.3,1.85,5.3383965904740585
28698,65,97,1.0,5.5,6.8,4.766666666666667,6.904518478399419
36362,25,40,1.1,6.0,8.8,6.116666666666666,7.92964059385836
11524,75,237,2.34,9.0,12.55,8.1,10.071657818426106
39190,244,143,5.37,17.0,24.66,13.2,16.002705970632515
31773,74,263,2.19,11.5,15.05,15.033333333333333,11.74942068886925
62286,97,35,4.5,23.2,29.0,22.0,20.070446633345455
69464,150,108,3.71,17.69,20.74,17.0,15.222534424768487
33004,65,49,1.4,9.0,13.35,11.016666666666667,10.293511145263572
3451,42,42,1.22,6.0,6.8,5.616666666666666,7.1312168129833795
4939,33,97,1.3,9.0,9.8,11.416666666666666,9.195538079660334
57473,188,76,2.57,23.83,26.88,16.0,19.095157089682118
7240,78,75,6.85,30.5,34.05,38.583333333333336,24.21394333810006
22313,43,41,1.79,8.0,10.3,7.433333333333334,8.991585150833133
62553,46,244,15.54,23.65,38.94,44.0,24.14909399705764
41364,76,10,6.81,33.06,36.11,17.0,25.701552382382467
44362,61,61,0.51,7.0,7.45,3.0,7.590291230071049
14844,95,135,1.54,8.5,13.3,9.55,10.034531226205626
6592,247,42,1.35,6.0,7.8,4.75,6.5266341300667
18458,61,113,0.0,22.2,23.0,31.033333333333335,17.82463224323741
9914,69,69,0.29,3.0,5.38,1.4833333333333334,5.600054207003491
67106,244,220,6.23,18.14,26.74,27.0,17.143027734346347
55442,151,18,12.19,31.66,37.51,22.0,25.43286576882757
24570,17,49,1.14,5.5,7.56,5.233333333333333,7.374932736092819
17144,75,74,1.73,9.0,10.8,10.8,9.34394477911794
32321,75,75,1.23,6.5,9.36,6.4,8.068540227903034
64014,32,169,3.95,20.68,26.48,17.0,18.786135945616707
19758,95,95,0.96,6.0,9.49,5.366666666666666,7.881685238764962
15093,43,238,1.86,8.5,13.05,9.683333333333334,10.251143474252356
811,41,143,5.32,18.5,22.05,16.816666666666666,16.473276132156833
8438,66,177,4.8,17.5,21.8,20.85,15.98301341022454
41081,21,83,14.84,59.65,62.7,32.0,43.63251266726779
6640,42,41,1.09,7.0,8.8,7.95,8.15341039446753
40693,75,129,7.2,30.33,39.5,21.0,26.170042459638736
64969,117,201,1.78,21.24,24.29,10.0,17.78725382088205
21662,75,41,0.99,5.0,6.67,3.8833333333333333,6.625449230190528
35831,97,49,1.68,10.0,10.8,13.0,9.528557363065639
55652,225,181,3.42,19.15,22.2,29.0,15.881537188459442
43345,201,228,16.81,46.95,54.49,29.0,36.06881384147714
76065,83,173,1.74,18.95,22.0,9.0,16.412167399545503
73747,152,143,3.96,27.17,30.22,12.0,21.51911881029818
63956,201,181,12.32,45.88,51.22,35.0,34.53957393289088
17661,166,152,1.47,9.0,9.8,10.983333333333333,8.602923142348113
37957,91,39,1.48,7.0,8.8,6.85,7.9216893107472455
22579,75,79,4.45,16.0,19.55,17.566666666666666,14.617419430763873
41456,168,136,5.54,23.21,26.26,20.0,18.81427517202958
8946,75,263,0.65,4.0,9.06,3.216666666666667,7.3157902853234615
45826,244,231,12.52,40.49,43.54,28.0,29.969947157099085
56923,126,168,1.89,19.24,22.29,13.0,16.399130727682483
52639,51,236,13.24,40.32,49.49,34.0,32.970332409033986
11334,250,78,2.63,10.5,11.8,9.916666666666666,9.337613008687459
70536,62,89,2.1,21.37,24.42,16.0,18.064830373366206
61944,29,222,7.96,35.99,39.04,21.0,27.992642831205046
31029,244,152,1.38,7.5,8.8,7.116666666666666,7.421437242570313
44847,165,33,5.59,27.54,30.59,36.0,21.63710476765887
25170,95,28,1.44,6.5,9.12,4.933333333333334,7.859829133979213
5996,33,62,3.1,14.5,15.3,19.166666666666668,12.8208138886367
50790,116,17,14.25,36.58,51.62,31.0,32.165514940180294
12153,74,75,1.06,5.5,8.84,4.733333333333333,7.582992404248966
1987,75,74,0.58,4.0,4.8,2.2333333333333334,5.669278295191194
4693,74,42,1.39,7.5,8.3,7.366666666666666,7.975128111313435
60864,250,94,5.13,20.34,26.14,14.0,17.4900553488457
45024,63,77,2.24,18.95,22.0,13.0,16.44852403360924
57648,182,242,1.24,18.59,21.64,6.0,15.749255562895698
51637,82,129,1.36,15.89,18.94,8.0,14.361728270656336
48411,38,9,8.79,31.04,34.09,18.0,24.540514461406282
9085,7,7,0.64,4.5,6.36,3.966666666666667,6.661787800703898
24005,75,141,1.8,9.0,16.26,10.433333333333334,11.348881941945843
71683,174,18,1.11,33.21,36.26,8.0,25.344795696786896
76170,188,155,3.83,17.94,20.99,22.0,15.237771692200955
724,74,75,1.46,6.5,8.76,5.483333333333333,7.857348572805936
60594,244,215,17.32,53.22,62.39,39.0,40.602035404750644
31013,95,121,2.1,9.5,12.96,9.483333333333333,10.206913234905592
32305,65,76,6.8,24.0,26.3,28.65,19.51662176706506
9774,95,134,1.46,6.5,11.3,5.9,8.707992035279698
65370,14,242,27.6,69.88,79.05,39.0,52.74531703720948
910,74,116,4.38,16.5,17.3,15.783333333333333,13.986338950978068
47909,168,119,2.15,10.04,12.53,15.0,9.87125981277286
63078,149,181,5.37,31.67,34.72,19.0,24.53943917995379
56198,10,170,13.91,46.29,55.46,26.0,37.08144735736651
69174,213,235,5.83,20.53,23.58,26.0,16.885351915875834
34145,75,74,0.93,6.0,7.8,5.533333333333333,7.355040529247615
46684,77,87,8.16,38.27,41.32,29.0,29.19721614136502
58828,119,247,0.69,14.55,17.6,9.0,13.37024825886489
49433,71,188,0.88,13.95,17.0,10.0,13.162798691138088
36586,166,74,1.22,7.0,8.8,7.233333333333333,7.589905642304721
75366,265,75,12.7,51.55,54.6,32.0,37.10978001853053
69919,41,238,1.69,19.64,22.69,9.0,17.106290254008066
20130,41,41,0.29,3.0,3.8,1.5166666666666666,5.146416114248012
32985,166,230,4.1,17.5,25.85,23.516666666666666,17.001737906818953
62579,17,97,1.96,19.15,22.2,11.0,16.80954963165193
27283,41,166,1.47,7.5,8.8,7.25,8.384854621684607
56157,26,165,1.27,15.45,18.5,9.0,14.35511891864459
68350,29,210,2.02,18.95,22.0,13.0,16.688455574014696
8076,75,152,2.38,11.5,15.96,14.833333333333334,12.005406274722416
43652,213,140,8.29,25.65,34.82,22.0,22.424747156451886
32075,166,244,3.65,15.0,16.8,18.383333333333333,12.995879549547082
63337,74,75,1.71,20.65,23.7,14.0,17.52262198631546
38011,92,95,3.53,14.5,19.3,16.766666666666666,14.00239737553434
53139,196,82,2.52,19.06,22.11,19.0,15.898767543271305
39860,41,151,2.79,13.5,17.16,19.083333333333332,13.202831754922064
56446,247,119,0.42,14.55,17.6,7.0,12.691109131237669
43622,22,26,0.65,11.95,15.0,3.0,11.969958851002282
51688,241,220,0.56,12.88,15.93,7.0,11.67291368555014
64120,129,129,0.68,15.89,18.94,5.0,14.140622691718171
19130,134,197,1.17,7.0,10.14,8.066666666666666,8.296580178771055
53131,74,237,2.84,17.5,20.55,18.0,15.531684763443623
24586,74,166,1.84,9.5,12.36,11.333333333333334,10.116872900893913
74023,225,36,1.48,15.45,18.5,7.0,13.341362330164607
30342,43,163,2.96,10.5,14.05,10.0,11.172150544007426
23269,166,75,1.62,11.0,11.8,14.316666666666666,9.88255639309747
42813,124,258,3.0,22.25,25.3,13.0,18.458194322426422
74703,18,126,5.79,29.45,32.5,22.0,23.650851764934174
38771,196,258,3.1,13.0,13.8,14.316666666666666,11.177404201642801
57245,168,116,1.72,18.25,21.3,10.0,15.51393557752872
12773,43,262,2.05,13.0,16.55,19.416666666666668,12.889110693805357
42042,75,75,0.69,16.58,19.63,4.0,14.81963721942843
12710,41,41,0.26,45.0,45.3,2.65,32.81120427181115
28567,74,108,22.07,65.5,73.42,50.78333333333333,49.02890396052381
63995,247,69,0.69,14.55,17.6,4.0,12.661040391811998
28842,42,42,0.41,3.5,5.76,1.35,5.999142205404018
59180,71,22,3.37,19.82,22.87,15.0,16.954593021063097
40721,235,169,1.03,12.62,15.67,6.0,11.498097461521251
41742,205,130,3.01,21.57,24.62,10.0,17.549343282360937
20321,41,42,1.37,7.5,8.3,8.0,8.130374285867436
64055,39,39,0.55,15.43,18.48,4.0,14.204933916191253
50409,29,262,21.47,50.67,59.84,30.0,39.951164555356556
15351,122,191,2.36,10.0,10.8,10.05,9.496336572554046
14227,41,164,4.52,20.0,29.44,27.216666666666665,19.599732690004522
47296,197,35,6.44,32.67,35.72,27.0,24.888793978724465
38054,52,33,1.08,6.5,9.96,6.75,8.367380937689086
42344,28,7,9.69,35.92,38.97,20.0,27.8216417490059
72550,98,143,14.5,50.83,60.0,43.0,39.661098556394705
47065,130,121,1.28,13.07,16.12,7.0,12.261532451451137
25631,33,97,1.03,6.5,9.8,7.916666666666667,8.437679891506578
2842,241,69,3.49,14.5,18.05,17.416666666666668,12.836020887246564
9884,74,126,3.45,15.0,15.3,14.483333333333333,12.817989630676548
26400,74,243,5.5,19.0,19.8,16.716666666666665,15.720129562377458
64963,127,185,4.03,25.73,28.78,29.0,20.70731068686868
39351,7,226,1.9,11.0,15.95,15.1,12.214639271143154
73887,119,169,2.21,28.52,31.57,13.0,22.58501482138302
13556,97,62,3.1,11.5,15.96,12.966666666666667,11.847784281427506
59932,81,74,11.43,20.84,36.13,23.0,22.01928077006079
52764,244,42,2.07,16.67,19.72,8.0,14.064406427832095
38568,65,249,4.1,18.0,22.55,22.133333333333333,16.45245884906243
40283,244,116,1.19,7.5,8.3,9.0,7.219876469606607
13409,130,215,2.42,11.0,15.8,12.2,11.575404085508232
61891,7,223,1.43,7.0,8.07,9.0,8.164838153738481
13859,56,145,5.47,18.5,23.16,16.6,16.80331806556202
17721,43,237,2.33,11.5,15.05,14.533333333333333,11.879622192142907
6332,95,134,1.32,7.5,10.79,8.583333333333334,8.827625273734638
33486,74,42,0.94,6.0,8.8,5.916666666666667,7.700326955175497
64813,42,42,1.2,17.69,20.74,7.0,15.69093239292469
66854,97,61,2.16,18.95,22.0,10.0,16.278952121574726
51980,55,55,38.79,13.34,16.39,10.0,12.753538588875644
67498,130,42,15.52,42.63,51.8,26.0,34.01346994580576
37166,226,223,2.98,13.0,18.23,16.6,12.609250891003304
69907,39,11,9.13,33.21,36.26,13.0,25.9756543635635
7906,97,61,2.31,11.5,14.76,14.266666666666667,11.415395364974835
47253,72,91,2.99,17.94,20.99,13.0,15.745001638628477
40699,258,239,15.37,41.2,50.37,51.0,32.581724956177965
40778,191,191,0.0,21.47,24.52,5.0,17.58560209169461
60823,219,76,6.17,30.31,36.11,18.0,24.234865958199364
44360,247,241,4.22,23.21,26.26,13.0,18.505772541112748
63655,128,213,9.7,27.67,30.72,29.0,22.005583303235227
49485,188,76,2.82,23.31,26.36,16.0,18.750412255069214
46534,227,181,3.47,19.23,22.28,21.0,15.92516567495479
30072,260,82,0.9,5.5,6.8,5.533333333333333,5.978135199609089
2016,243,236,6.56,20.5,24.05,15.55,16.904841387689242
49740,41,89,15.56,43.79,46.84,36.0,33.02734022330863
32574,236,140,1.64,9.5,15.66,12.416666666666666,10.526544982039033
33448,95,56,2.1,11.5,13.3,14.666666666666666,10.89645314560024
14931,97,225,2.86,14.5,19.56,21.816666666666666,14.150608445704487
39761,52,40,0.92,5.0,7.54,4.45,7.046098052301506
47661,3,205,18.02,53.53,62.7,37.0,41.93530666747205
54647,22,21,2.37,19.41,22.46,10.0,16.91269496967967
69947,222,155,5.61,23.79,26.84,11.0,18.956183641074958
36099,74,244,3.49,16.5,17.3,23.9,14.063315656007736
59154,116,166,1.85,8.18,10.34,10.0,8.792289976615187
6794,43,151,0.87,4.5,7.56,2.7,7.010813147664974
75940,192,129,6.69,23.57,29.12,24.0,19.835387541873857
70761,33,51,19.63,60.7,69.87,38.0,46.45504746281921
28106,75,169,4.62,23.0,30.94,34.25,20.89195767550131
69951,188,19,15.16,52.68,55.73,43.0,38.187491030717545
20700,43,42,1.85,9.0,9.8,9.766666666666667,9.115417261594846
5464,244,48,7.68,26.5,30.55,21.15,20.94480520227269
71093,159,113,8.85,32.54,35.59,45.0,25.028273044976032
50890,139,226,15.16,45.12,48.17,41.0,33.5304422994525
68352,218,130,3.0,18.82,24.62,17.0,16.654540663586122
18303,244,24,3.18,12.5,16.8,13.533333333333333,11.738778689957726
32211,43,151,1.2,6.0,8.8,4.983333333333333,7.911710928375038
29022,43,163,3.0,11.0,14.55,9.366666666666667,11.503634929361375
4481,65,189,2.1,11.0,11.8,13.416666666666666,10.426256241642978
72198,188,62,1.3,18.62,24.42,23.0,16.622193796567057
40273,65,181,2.1,11.0,12.3,14.133333333333333,10.601358098589854
